0.213200	0.300740	0.298440	0.294620	0.289300	0.282500	0.274260	0.264630	0.253650	
0.213200	0.294620	0.274260	0.241370	0.197450	0.144500	0.084946	0.021510	-0.042910	
0.213200	0.282500	0.227870	0.144500	0.042910	-0.064091	-0.163010	-0.241370	-0.289300	
0.213200	0.264630	0.163010	0.021510	-0.125250	-0.241370	-0.298440	-0.282500	-0.197450	
0.213200	0.241370	0.084946	-0.105370	-0.253650	-0.300740	-0.227870	-0.064091	0.125250	
0.213200	0.213200	0.000000	-0.213200	-0.301510	-0.213200	-0.000000	0.213200	0.301510	
0.213200	0.180690	-0.084946	-0.282500	-0.253650	-0.021510	0.227870	0.294620	0.125250	
0.213200	0.144500	-0.163010	-0.300740	-0.125250	0.180690	0.298440	0.105370	-0.197450	
0.213200	0.105370	-0.227870	-0.264630	0.042910	0.294620	0.163010	-0.180690	-0.289300	
0.213200	0.064091	-0.274260	-0.180690	0.197450	0.264630	-0.084946	-0.300740	-0.042910	
0.213200	0.021510	-0.298440	-0.064091	0.289300	0.105370	-0.274260	-0.144500	0.253650	
0.213200	-0.021510	-0.298440	0.064091	0.289300	-0.105370	-0.274260	0.144500	0.253650	
0.213200	-0.064091	-0.274260	0.180690	0.197450	-0.264630	-0.084946	0.300740	-0.042910	
0.213200	-0.105370	-0.227870	0.264630	0.042910	-0.294620	0.163010	0.180690	-0.289300	
0.213200	-0.144500	-0.163010	0.300740	-0.125250	-0.180690	0.298440	-0.105370	-0.197450	
0.213200	-0.180690	-0.084946	0.282500	-0.253650	0.021510	0.227870	-0.294620	0.125250	
0.213200	-0.213200	-0.000000	0.213200	-0.301510	0.213200	0.000000	-0.213200	0.301510	
0.213200	-0.241370	0.084946	0.105370	-0.253650	0.300740	-0.227870	0.064091	0.125250	
0.213200	-0.264630	0.163010	-0.021510	-0.125250	0.241370	-0.298440	0.282500	-0.197450	
0.213200	-0.282500	0.227870	-0.144500	0.042910	0.064091	-0.163010	0.241370	-0.289300	
0.213200	-0.294620	0.274260	-0.241370	0.197450	-0.144500	0.084946	-0.021510	-0.042910	
0.213200	-0.300740	0.298440	-0.294620	0.289300	-0.282500	0.274260	-0.264630	0.253650	
