1.082271	0.323318	-1.206659	-1.119535	0.250897	0.277671	-0.308699	0.332797	-0.205126	
0.271429	0.467318	-1.160083	-1.052263	0.312633	0.564255	-0.096248	0.411930	-0.156766	
0.885489	0.481334	-1.166214	-0.830295	-0.035304	0.159521	-0.328156	0.053124	-0.017415	
1.157597	0.407573	-1.246011	-0.983602	0.036588	0.241064	-0.349850	0.192098	-0.046743	
0.351575	0.397053	-1.199182	-0.993721	0.211350	0.556510	-0.141617	0.338497	-0.121138	
0.629886	0.589974	-1.124261	-0.891763	0.027173	0.191604	-0.185702	0.226037	-0.188799	
1.051988	0.473140	-1.200426	-0.933225	0.056733	-0.000214	-0.302530	0.224125	-0.207236	
0.595104	0.507576	-1.202509	-0.999033	0.236859	0.250444	-0.133151	0.395108	-0.260113	
0.272444	0.628457	-0.977745	-1.075753	0.147749	0.388627	-0.195993	0.281925	-0.198733	
0.951160	0.395365	-0.896181	-1.030356	0.047801	0.065038	-0.339643	0.133829	-0.038369	
