0.609394	0.908939	-0.970190	-1.033602	-0.082991	0.001998	-0.260448	-0.017849	-0.000520	
0.725483	0.858647	-0.988850	-1.140932	0.033297	0.162270	-0.334860	0.106558	-0.067282	
0.166207	0.568166	-0.797497	-1.086905	-0.027777	0.443353	-0.322797	0.345287	0.027622	
0.371160	0.722474	-0.761025	-1.026660	-0.153542	0.299476	-0.286926	0.100436	0.067093	
0.783488	0.861599	-0.922252	-1.214009	-0.054423	0.144422	-0.288029	0.000316	-0.069353	
0.568102	0.673985	-0.823676	-1.218970	0.113045	0.361255	-0.259174	0.103884	-0.048691	
0.107642	0.505618	-0.784407	-1.174367	-0.060560	0.457585	0.025501	0.164792	0.303042	
0.401006	1.036680	-1.095702	-0.940609	-0.238217	0.168728	-0.059795	-0.317836	0.171833	
0.632697	1.065828	-1.216357	-0.995280	-0.158104	0.298891	-0.201688	-0.104320	0.049223	
0.218878	0.582533	-0.829706	-1.146594	-0.028419	0.496687	-0.190627	0.109037	0.019660	
0.276618	0.715050	-0.789172	-1.097505	-0.173470	0.441130	-0.126693	-0.046957	0.218226	
0.760843	0.840279	-1.101658	-1.028986	-0.176717	0.266580	-0.318080	-0.136526	0.100244	
0.643457	0.667617	-0.987976	-1.090696	0.020898	0.436962	-0.340323	0.078845	-0.013283	
0.164893	0.394831	-0.722719	-1.167192	-0.046137	0.626923	-0.131555	0.343086	0.221032	
0.612171	0.769622	-0.934431	-1.112284	-0.048666	0.229677	-0.259130	-0.130985	0.201264	
0.847622	0.854405	-1.103870	-1.208236	0.078836	0.242653	-0.238971	-0.099460	0.157530	
0.438398	0.438739	-0.913081	-1.126467	0.048289	0.575024	-0.252661	0.125956	0.035983	
0.407777	0.592612	-0.838647	-1.092534	-0.161173	0.568459	-0.232920	0.016047	0.246929	
0.713407	0.941510	-1.211972	-1.086058	-0.012073	0.163035	-0.198405	-0.199700	0.155756	
0.602905	0.814930	-1.159251	-1.122445	0.154464	0.318747	-0.178161	0.014031	0.020448	
0.183716	0.464024	-0.922665	-1.094969	0.003593	0.596379	-0.017358	0.340643	0.206928	
0.640493	0.704093	-1.000931	-1.023185	-0.128205	0.404124	-0.434910	-0.012398	0.183965	
0.897217	0.751646	-1.171803	-1.116894	-0.061655	0.463017	-0.457034	0.080306	0.069845	
0.382571	0.465836	-1.001696	-1.161896	0.091047	0.603807	-0.255949	0.169425	-0.004471	
0.512422	0.522770	-0.894883	-1.116338	-0.072078	0.567687	-0.279823	0.096385	0.219063	
1.091733	0.563771	-1.196632	-1.051975	-0.082563	0.397864	-0.527785	0.094433	0.067923	
0.846346	0.569003	-1.215172	-1.108286	0.116435	0.511799	-0.405168	0.237146	-0.019139	
0.173865	0.588791	-1.123689	-1.178386	0.105416	0.683684	-0.156002	0.373626	0.209438	
0.884238	0.590061	-1.202696	-1.000501	0.009076	0.285001	-0.469779	0.099552	0.081451	
1.126971	0.595421	-1.309434	-1.153194	0.180805	0.268307	-0.385847	0.198846	-0.046672	
0.303125	0.579158	-1.229479	-1.258077	0.375513	0.442767	-0.234941	0.388773	-0.142454	
0.627179	0.622547	-1.149374	-1.074825	0.118939	0.393746	-0.316877	0.277133	-0.039371	
1.303172	0.419233	-1.280910	-1.116389	0.134987	0.225671	-0.490008	0.167277	-0.022570	
0.980545	0.413154	-1.272156	-1.191834	0.330124	0.369205	-0.328059	0.320284	-0.065712	
0.300198	0.559466	-1.212613	-1.164316	0.226925	0.539679	-0.109013	0.366116	0.118575	
1.030501	0.506901	-1.325965	-0.820968	-0.095904	0.349232	-0.502461	0.155173	0.004261	
1.257020	0.432763	-1.398028	-0.952069	-0.010321	0.447448	-0.468270	0.257834	-0.047954	
0.364769	0.406173	-1.289036	-1.126971	0.243080	0.579346	-0.275086	0.429689	-0.080812	
0.653902	0.614834	-1.292611	-0.952182	0.089440	0.246388	-0.188491	0.107291	0.027563	
1.229398	0.497115	-1.443493	-0.980861	0.046132	0.182864	-0.330667	0.060521	0.009113	
0.844434	0.509080	-1.402259	-1.035207	0.259839	0.395712	-0.165043	0.226824	-0.001820	
0.417645	0.584271	-1.244239	-1.076715	0.152734	0.513368	-0.105593	0.246526	0.099352	
1.172142	0.386512	-1.239249	-0.889219	-0.022364	0.276878	-0.416599	0.048991	0.058147	
1.267103	0.326567	-1.322327	-1.009853	0.069907	0.367569	-0.308790	0.113599	0.037067	
0.357087	0.342860	-1.241308	-1.051769	0.259466	0.627566	-0.036809	0.225854	0.120645	
0.910052	0.473412	-1.254006	-0.861525	0.004232	0.265811	-0.334420	0.099057	0.003700	
1.355616	0.373181	-1.384384	-0.946651	0.024410	0.246788	-0.432739	0.169807	-0.058752	
0.767314	0.397956	-1.358250	-0.980002	0.253412	0.473393	-0.199435	0.337648	-0.080759	
0.507661	0.591855	-1.240526	-1.035376	0.197691	0.334064	-0.160945	0.235103	-0.064552	
1.187963	0.346449	-1.174211	-0.989045	0.120177	0.109011	-0.403491	0.178091	-0.141231	
