-1.187117	-0.330866	0.212256	0.494464	0.489902	0.227790	-0.394094	-0.653179	-0.663123	-0.400603	-0.594493	-1.007989	-1.272648	-1.142224	-0.958071	-0.993378	-1.024377	-1.213424	-1.416808	-1.252425	-1.279678	-1.332173	
-1.123906	-0.315997	0.214472	0.494597	0.494294	0.258161	-0.291111	-0.648095	-0.729332	-0.297258	-0.503866	-0.925393	-1.237623	-1.043954	-1.214387	-0.991521	-0.947132	-1.072562	-1.305835	-1.162398	-1.247561	-1.246874	
-1.095870	-0.300850	0.221602	0.500369	0.502568	0.266588	-0.324476	-0.599495	-0.594871	-0.241550	-0.463896	-0.998136	-1.169618	-1.091307	-1.138088	-1.170950	-1.054118	-1.101150	-1.346009	-1.189938	-1.233275	-1.276188	
-1.082836	-0.297071	0.224661	0.503893	0.506413	0.272936	-0.290087	-0.550803	-0.715349	-0.220007	-0.379783	-1.002072	-1.427137	-1.193159	-1.151790	-1.167951	-1.120295	-1.083589	-1.335094	-1.255616	-1.232935	-1.284827	
-1.095649	-0.312482	0.220731	0.504673	0.506568	0.267457	-0.280900	-0.463993	-0.540970	-0.195159	-0.391075	-1.121288	-1.321372	-1.304393	-1.219872	-1.260125	-1.152091	-1.045217	-1.311927	-1.193828	-1.234711	-1.256896	
-1.189913	-0.330722	0.221168	0.509707	0.510775	0.263985	-0.282801	-0.480802	-0.712690	-0.217148	-0.388884	-1.174359	-1.413789	-1.382640	-1.355777	-1.311933	-1.191648	-1.054278	-1.411462	-1.313227	-1.300544	-1.319896	
-1.071174	-0.297981	0.238394	0.523102	0.521234	0.286059	-0.230302	-0.471947	-0.581479	-0.236541	-0.447012	-1.132102	-1.401849	-1.326938	-1.376541	-1.339592	-1.131777	-1.035269	-1.383891	-1.308614	-1.257223	-1.294254	
-0.996170	-0.255935	0.265584	0.541605	0.529749	0.267723	-0.334721	-0.518669	-0.767743	-0.298045	-0.486338	-1.340974	-1.465976	-1.523491	-1.380057	-1.361043	-1.152261	-1.063724	-1.487392	-1.404157	-1.323095	-1.398456	
-0.919802	-0.213297	0.295581	0.560722	0.534485	0.275016	-0.201104	-0.511022	-0.709398	-0.394946	-0.557849	-1.228711	-1.423248	-1.471254	-1.394378	-1.261557	-1.200972	-1.132863	-1.454464	-1.386860	-1.322818	-1.380225	
-0.832084	-0.158485	0.328396	0.581615	0.541041	0.215662	-0.409125	-0.440092	-0.804037	-0.543364	-0.703688	-1.290223	-1.420483	-1.407795	-1.312215	-1.259112	-1.298228	-1.199603	-1.394277	-1.330404	-1.312582	-1.319589	
-0.788202	-0.117039	0.358635	0.603217	0.562048	0.294022	-0.168872	-0.503837	-0.838281	-0.743950	-0.912226	-1.254289	-1.287143	-1.284986	-1.241760	-1.250256	-1.267391	-1.239238	-1.282250	-1.274137	-1.222396	-1.215267	
-0.740558	-0.074715	0.387484	0.621448	0.570221	0.252326	-0.339897	-0.528269	-0.937024	-1.024809	-1.240695	-1.242084	-1.309791	-1.282625	-1.324690	-1.272334	-1.262437	-1.279697	-1.298471	-1.256473	-1.229283	-1.213580	
-0.676593	-0.032933	0.414704	0.635073	0.576882	0.278264	-0.310855	-0.600447	-1.079407	-1.011591	-1.351038	-1.371773	-1.397391	-1.408160	-1.344890	-1.425845	-1.368800	-1.349330	-1.383007	-1.300308	-1.249463	-1.307636	
-0.593627	0.016539	0.443034	0.640796	0.567328	0.280070	-0.327694	-0.664687	-0.763540	-0.758424	-1.051407	-1.247184	-1.257765	-1.316414	-1.246009	-1.257391	-1.281080	-1.542169	-1.698559	-1.472087	-1.307523	-1.564689	
-0.379683	0.102656	0.476569	0.636206	0.507733	0.138873	-0.343911	-0.491736	-0.558275	-0.635538	-0.798742	-1.004410	-0.905511	-1.159036	-0.896493	-0.793492	-1.046599	-1.241197	-1.379361	-1.181806	-1.097094	-1.238288	
-0.268904	0.174277	0.499565	0.630672	0.473974	-0.005561	-0.218265	-0.272389	-0.634146	-0.721716	-0.786194	-0.867575	-0.851091	-0.973080	-0.735386	-0.631423	-0.968340	-0.912143	-1.220823	-1.033134	-0.923678	-1.060367	
-0.174226	0.192760	0.483538	0.602140	0.480118	0.202621	-0.100989	-0.364071	-0.721790	-0.660997	-0.691313	-0.928860	-0.953704	-1.084341	-0.803043	-0.737063	-0.911786	-0.832434	-1.271752	-1.122538	-0.932080	-1.054637	
-0.142804	0.176278	0.405109	0.477923	0.355975	0.112103	-0.329684	-0.545435	-0.802296	-0.776646	-0.764365	-0.963515	-1.045987	-1.248825	-1.172059	-0.960028	-0.862306	-0.907385	-1.290543	-1.222170	-1.044418	-1.102394	
-0.127247	0.134933	0.265966	0.145270	-0.005601	0.019546	-0.260755	-0.500528	-0.772604	-0.861066	-0.679415	-0.994912	-0.920469	-0.894181	-1.084631	-1.070424	-0.792641	-1.090721	-1.526205	-1.403549	-1.138368	-1.304946	
-0.108405	0.112062	0.230325	0.142536	0.005984	0.050105	-0.101210	-0.442896	-0.795522	-0.527663	-0.429836	-0.845912	-0.977424	-0.856149	-0.970519	-0.966634	-0.763260	-1.042794	-1.695655	-1.481918	-1.171998	-1.419814	
-0.134832	0.109299	0.264025	0.300005	0.195663	0.036311	-0.322569	-0.578075	-0.691876	-0.300717	-0.328976	-0.928881	-1.381001	-1.088183	-1.141644	-1.144332	-0.941248	-0.989442	-1.457954	-1.503243	-1.213750	-1.320316	
-0.089566	0.121310	0.222724	0.084626	0.050108	0.099741	-0.171387	-0.462671	-0.493219	-0.268695	-0.389886	-0.813261	-0.845336	-0.841218	-1.165627	-1.318233	-1.023737	-1.074020	-1.226055	-1.369922	-1.264453	-1.503169	
-0.117130	0.165686	0.313837	0.270199	0.248857	0.302812	0.061369	-0.408646	-0.466273	-0.414809	-0.620242	-0.773546	-0.468752	-0.446169	-0.926560	-0.946095	-0.642936	-0.798867	-0.816731	-0.850865	-0.907787	-1.010747	
-0.081837	0.195264	0.427853	0.553331	0.553564	0.495758	0.196776	-0.329250	-0.659077	-0.531704	-0.365818	-0.344593	-0.328496	-0.360929	-0.765324	-0.815296	-0.497115	-0.692729	-0.737273	-0.692064	-0.748209	-0.859525	
-0.085085	0.215995	0.407336	0.478173	0.562530	0.627371	0.436435	-0.227217	-0.413016	-0.413443	-0.219315	-0.156939	-0.474631	-0.576734	-0.780668	-0.819590	-0.598489	-0.883650	-0.823064	-0.661725	-0.831094	-0.974253	
-0.100229	0.212825	0.383181	0.230739	0.463146	0.743895	0.659298	0.170581	-0.109101	0.037339	0.188420	0.063379	-0.512245	-0.893718	-0.773343	-1.071467	-0.828492	-0.980070	-0.905608	-0.680684	-0.954297	-1.130400	
-0.127719	0.160207	0.432305	0.633771	0.776866	0.890329	0.798676	0.266093	-0.302662	0.188040	0.399056	0.163736	-0.548836	-0.738747	-0.671395	-0.887780	-0.868143	-0.889476	-0.850146	-0.612952	-0.814065	-0.960051	
-0.188637	0.073716	0.304495	0.617293	0.850677	0.951814	0.819128	0.281759	-0.461958	0.096994	0.401527	0.055594	-0.531033	-0.674247	-0.729136	-0.842377	-0.845680	-0.729308	-0.736367	-0.513665	-0.689194	-0.809122	
-0.164575	-0.027640	-0.139446	0.365258	0.800595	0.920654	0.714729	0.180309	-0.111745	-0.098358	0.376344	0.044183	-0.343012	-0.520402	-0.638082	-0.782130	-0.688209	-0.744310	-0.820794	-0.388565	-0.621287	-0.972846	
-0.241956	-0.038791	0.193975	0.545471	0.780524	0.867383	0.684233	0.247547	0.193394	0.231280	0.521198	0.329824	-0.142668	-0.354448	-0.472690	-0.718898	-0.474919	-0.605275	-0.823317	-0.361450	-0.616840	-0.890386	
-0.185510	-0.003162	0.132920	0.437798	0.683607	0.765167	0.685081	0.384911	0.128080	0.301274	0.559665	0.353377	-0.266464	-0.464996	-0.591535	-0.771397	-0.429279	-0.502217	-0.819969	-0.435452	-0.750058	-0.804333	
-0.169205	0.048108	0.090106	0.334440	0.625040	0.521816	0.456316	0.417613	0.314354	0.492873	0.419331	0.357753	-0.149245	-0.626591	-0.776727	-0.837411	-0.439928	-0.536777	-0.782677	-0.449260	-0.783975	-0.698283	
-0.178790	0.133509	0.427700	0.679414	0.788321	0.792916	0.822312	0.841630	0.777557	0.803565	0.759826	0.637222	0.151096	-0.441275	-0.690424	-0.714984	-0.317528	-0.383494	-0.614628	-0.227763	-0.362359	-0.587129	
-0.139923	0.137800	0.467470	0.720957	0.837423	0.923918	0.984314	0.953040	0.833594	0.764063	0.878192	0.740509	0.183704	-0.561523	-0.657597	-0.759076	-0.343949	-0.227034	-0.437474	-0.163897	-0.172196	-0.482601	
-0.184103	0.026535	0.244077	0.518142	0.651017	0.749883	0.799659	0.756290	0.606696	0.398600	0.705413	0.626381	-0.000942	-0.598595	-0.670487	-0.881499	-0.528672	-0.289704	-0.496646	-0.254226	-0.167207	-0.411443	
-0.143797	-0.100987	-0.191990	0.274622	0.225362	0.233274	0.313302	0.224749	0.266012	0.545207	0.374238	0.411490	-0.058454	-0.307892	-0.498673	-0.625037	-0.404672	-0.400755	-0.622649	-0.314113	-0.248757	-0.378800	
-0.192269	0.056677	0.296215	0.494067	0.533678	0.598768	0.670764	0.560956	0.450989	0.588817	0.616524	0.299618	0.073767	0.071780	-0.135820	-0.627811	-0.284227	-0.175936	-0.547377	-0.110208	-0.206925	-0.290450	
-0.102911	0.116984	0.350986	0.551639	0.687703	0.804253	0.832733	0.698219	0.463706	0.369488	0.615741	0.467688	0.108146	0.094487	-0.106619	-0.702936	-0.199404	-0.097464	-0.577481	0.070642	-0.127559	-0.281110	
-0.115368	0.155362	0.210114	0.188341	0.637033	0.780935	0.689737	0.521408	0.347765	0.420765	0.392026	0.482266	-0.130281	-0.174539	-0.348125	-0.776081	-0.217137	-0.101887	-0.587639	0.069500	-0.260404	-0.412216	
-0.073678	0.192162	0.369577	0.537421	0.741816	0.793082	0.593424	0.659125	0.684780	0.753172	0.676237	0.460895	-0.171194	-0.438306	-0.439827	-0.567765	-0.415128	-0.059462	-0.246909	0.046907	-0.323326	-0.238188	
-0.074448	0.195525	0.457764	0.676847	0.796840	0.880567	0.928980	0.955708	0.925034	0.791800	0.719840	0.595801	0.130516	-0.244662	-0.416753	-0.522413	-0.121085	0.027284	-0.175530	0.186533	-0.057712	0.012042	
-0.081521	0.134252	0.280931	0.471054	0.626942	0.727714	0.844898	0.955715	0.887426	0.480157	0.413543	0.589123	0.215191	-0.163860	-0.484100	-0.712190	-0.007134	0.004059	-0.295341	0.292813	0.094032	0.005275	
-0.053905	0.065871	-0.004322	0.175496	0.335632	0.150537	0.320972	0.699237	0.700627	0.387431	0.437096	0.497699	0.106350	-0.236085	-0.697451	-0.870892	-0.145889	-0.063337	-0.427554	0.235119	0.027843	-0.155346	
-0.091449	0.147716	0.366461	0.525776	0.508064	0.459782	0.532409	0.735009	0.642867	0.548968	0.703913	0.362642	0.187118	0.037174	-0.400012	-0.658559	-0.427456	-0.320655	-0.460564	0.134819	-0.076009	-0.245556	
-0.065972	0.166804	0.412428	0.587489	0.640727	0.655245	0.682149	0.776168	0.756055	0.691442	0.699079	0.519300	0.217564	0.095233	-0.328773	-0.652171	-0.338477	-0.286513	-0.437095	0.219538	0.014943	-0.170518	
-0.102183	0.114112	0.177683	0.354445	0.566361	0.550261	0.365122	0.576557	0.638998	0.472199	0.403054	0.527598	0.149014	-0.087043	-0.356046	-0.468871	-0.208562	-0.096032	-0.361557	0.257299	0.081266	-0.118434	
-0.040338	0.124584	0.184853	0.364702	0.573892	0.497073	0.232415	0.569820	0.716406	0.441883	0.247721	0.587071	0.239949	-0.147333	-0.272538	-0.450278	-0.193387	-0.086787	-0.320289	0.224219	0.132136	-0.193573	
-0.085075	0.178952	0.420049	0.619335	0.697400	0.718085	0.745250	0.887644	0.931767	0.677511	0.496200	0.699581	0.332295	0.127930	-0.083444	-0.277644	-0.094445	-0.053829	-0.141915	0.285795	0.274520	0.016319	
-0.043814	0.159267	0.366357	0.539814	0.632514	0.668759	0.733102	0.928683	0.966693	0.667671	0.516293	0.677627	0.381596	0.150834	-0.175971	-0.423440	-0.029386	-0.162214	-0.229528	0.381599	0.301188	0.054792	
-0.075558	0.111075	0.023257	0.095148	0.417523	0.295750	0.201620	0.755673	0.844888	0.419719	0.195366	0.526623	0.151432	-0.083215	-0.486770	-0.723904	-0.122175	-0.161433	-0.414548	0.321948	0.141161	-0.071316	
-0.055493	0.152170	0.326039	0.474366	0.520397	0.423067	0.498273	0.832793	0.752756	0.486782	0.652061	0.685820	0.328522	0.093096	-0.300167	-0.340589	-0.153307	0.071215	-0.094632	0.221648	0.135232	-0.056600	
-0.068617	0.195464	0.447608	0.622808	0.663918	0.665916	0.751315	0.928005	0.917158	0.780774	0.801369	0.839708	0.612553	0.296679	-0.181952	-0.310852	0.008572	0.109208	-0.020116	0.385594	0.335900	0.157919	
-0.074415	0.136904	0.296656	0.499624	0.603978	0.577475	0.519548	0.831530	0.892481	0.708644	0.582122	0.782408	0.569979	0.217780	-0.206229	-0.432755	0.067176	0.047434	-0.172349	0.427209	0.343078	0.240769	
-0.044350	0.063144	-0.057371	0.226967	0.496474	0.294511	0.111328	0.724857	0.670562	0.213342	0.474388	0.686741	0.331365	-0.144171	-0.323418	-0.441929	-0.026390	0.048500	-0.201826	0.343109	0.179342	0.123405	
-0.085131	0.150947	0.375461	0.572548	0.631672	0.589750	0.648530	0.894430	0.813133	0.637315	0.751209	0.606588	0.274631	0.071694	-0.026495	-0.184741	0.063356	0.067552	0.074707	0.351534	-0.028518	-0.084795	
-0.038314	0.187485	0.435333	0.615103	0.676111	0.699525	0.772817	0.954967	0.987095	0.849283	0.724635	0.629372	0.415605	0.258921	0.041783	-0.261908	0.132702	0.098388	0.071531	0.509538	0.171613	-0.060160	
-0.055935	0.150076	0.205952	0.337930	0.520451	0.521548	0.395939	0.824993	0.923912	0.698414	0.362034	0.564837	0.357802	0.118665	-0.145732	-0.445229	-0.041157	-0.096621	-0.184311	0.509267	0.254160	-0.004240	
-0.010117	0.153162	0.195352	0.311314	0.461894	0.252918	0.288248	0.833318	0.765661	0.291137	0.347330	0.538048	0.126216	-0.176036	-0.170285	-0.192136	-0.025066	0.062797	-0.093459	0.431141	0.191012	-0.099507	
