0.045521,0.013971,-0.024604,-0.035703,0.021557,0.022942,0.016499,-0.017917,-0.0066784,-0.089304,-0.10621,-0.046399,-0.04276,-0.1184,-0.15004,-0.041571,-0.015032,-0.037121,-0.031939,-0.13227,-0.10352,-0.097954,0.034806,0.07178,0.072649,-0.075553,-0.096467
0.013971,0.11718,-0.059224,-0.030661,0.015148,0.012524,-0.11081,-7.269e-05,-0.1695,-0.098219,0.025482,-0.034348,-0.09212,-0.044191,-0.33485,0.01342,0.044641,-0.11844,-0.24185,-0.16899,-0.37144,-0.21192,-0.27037,-0.1877,-0.11724,-0.040263,-0.18035
-0.024604,-0.059224,0.20567,0.15456,0.0084539,0.083663,0.15626,0.17484,0.10363,0.19993,0.24637,0.043839,0.14189,-0.064308,0.092212,0.016067,-0.037065,0.10519,-0.0050207,-0.0048187,0.42105,0.24836,-0.10757,-0.028315,0.252,0.21255,0.39204
-0.035703,-0.030661,0.15456,0.43995,0.11576,0.1272,0.11027,0.22303,-0.0047218,0.12228,0.17079,-0.11354,0.18289,-0.05412,0.11487,-0.17317,-0.016518,-0.084264,0.26427,0.14668,0.68251,0.89754,-0.21921,-0.10874,0.41095,0.26762,0.37882
0.021557,0.015148,0.0084539,0.11576,0.59904,0.22522,0.085292,0.18066,0.070409,-0.05598,0.075135,-0.17119,-0.074469,-0.15625,-0.34591,-0.42666,-0.15412,0.22743,-0.26102,-0.092643,-0.07751,0.095417,0.36763,-0.040619,0.087782,-0.43774,-0.36839
0.022942,0.012524,0.083663,0.1272,0.22522,0.70606,0.44473,0.36233,0.19504,-0.13791,0.083443,0.0015235,0.1785,-0.16126,-0.35478,-0.021229,0.37935,0.34805,0.014707,-0.10557,0.12439,0.49226,-0.099286,0.084468,0.47846,0.018556,-0.34394
0.016499,-0.11081,0.15626,0.11027,0.085292,0.44473,0.96299,0.29142,0.46437,-0.12625,-0.066103,-0.38147,-0.22446,-0.02061,-0.050732,-0.37759,-0.24943,-0.21979,0.089008,0.14869,0.32822,0.60367,0.2594,-0.065555,0.37201,-0.0096416,-0.06637
-0.017917,-7.269e-05,0.17484,0.22303,0.18066,0.36233,0.29142,1.2954,0.33845,-0.26172,-0.037501,-0.49076,-0.13553,-0.11623,-0.16019,-0.21601,0.15431,-0.013652,0.26224,1.0215,1.5983,0.84556,-0.16404,0.078114,0.76232,1.528,0.45431
-0.0066784,-0.1695,0.10363,-0.0047218,0.070409,0.19504,0.46437,0.33845,0.9866,-0.033601,-0.072952,0.24505,0.019905,0.10917,0.36381,0.29031,0.10193,0.34724,0.40367,0.71787,1.1174,0.91424,0.37914,0.14711,0.31411,0.82808,0.71044
-0.089304,-0.098219,0.19993,0.12228,-0.05598,-0.13791,-0.12625,-0.26172,-0.033601,2.6787,3.3497,1.9219,1.6455,0.88944,0.65398,-0.12074,-0.95603,-0.052096,-0.86942,-2.142,-1.9506,-1.1742,-0.27498,-0.49172,-0.47827,0.7218,1.3306
-0.10621,0.025482,0.24637,0.17079,0.075135,0.083443,-0.066103,-0.037501,-0.072952,3.3497,7.6398,2.6594,2.8928,1.8346,1.4217,-0.68299,-0.82948,-1.3343,-1.2596,-3.3868,-2.5508,-0.98462,-1.5092,-1.1376,0.9309,1.9072,0.98199
-0.046399,-0.034348,0.043839,-0.11354,-0.17119,0.0015235,-0.38147,-0.49076,0.24505,1.9219,2.6594,9.2538,5.4286,4.7652,4.4126,4.0088,3.2318,3.1865,0.90196,-1.5558,-3.2921,-1.6048,-0.024463,1.3484,-1.7579,0.22291,-2.9837
-0.04276,-0.09212,0.14189,0.18289,-0.074469,0.1785,-0.22446,-0.13553,0.019905,1.6455,2.8928,5.4286,9.0195,4.7156,4.2389,5.8434,5.2197,3.3371,0.82312,-1.808,-0.7934,-1.4011,-1.0577,-0.034062,-1.654,-1.1646,-1.1757
-0.1184,-0.044191,-0.064308,-0.05412,-0.15625,-0.16126,-0.02061,-0.11623,0.10917,0.88944,1.8346,4.7652,4.7156,10.057,6.0474,6.8345,5.746,4.4567,1.0492,0.3089,-1.2889,-0.95445,-0.38835,-2.4353,-3.5807,-0.57969,-3.1002
-0.15004,-0.33485,0.092212,0.11487,-0.34591,-0.35478,-0.050732,-0.16019,0.36381,0.65398,1.4217,4.4126,4.2389,6.0474,10.465,4.9627,4.1479,4.0231,2.3922,1.5874,0.95526,0.22649,1.6819,-1.472,-2.9614,-1.4912,-1.2807
-0.041571,0.01342,0.016067,-0.17317,-0.42666,-0.021229,-0.37759,-0.21601,0.29031,-0.12074,-0.68299,4.0088,5.8434,6.8345,4.9627,11.797,7.5241,6.9459,1.3081,-0.2405,-1.0499,-2.0227,-0.076288,-1.0709,-5.2831,-2.753,-1.0502
-0.015032,0.044641,-0.037065,-0.016518,-0.15412,0.37935,-0.24943,0.15431,0.10193,-0.95603,-0.82948,3.2318,5.2197,5.746,4.1479,7.5241,11.597,6.2625,0.5325,-1.0048,-1.0122,-0.88107,-0.47657,-1.8048,-4.0846,-4.3351,-4.2865
-0.037121,-0.11844,0.10519,-0.084264,0.22743,0.34805,-0.21979,-0.013652,0.34724,-0.052096,-1.3343,3.1865,3.3371,4.4567,4.0231,6.9459,6.2625,11.85,0.43909,-0.81817,-0.84925,-1.998,1.0346,0.58522,-4.568,-2.4722,-2.0638
-0.031939,-0.24185,-0.0050207,0.26427,-0.26102,0.014707,0.089008,0.26224,0.40367,-0.86942,-1.2596,0.90196,0.82312,1.0492,2.3922,1.3081,0.5325,0.43909,9.4218,10.827,10.723,9.9508,6.6417,4.7405,1.5914,-0.093559,1.0184
-0.13227,-0.16899,-0.0048187,0.14668,-0.092643,-0.10557,0.14869,1.0215,0.71787,-2.142,-3.3868,-1.5558,-1.808,0.3089,1.5874,-0.2405,-1.0048,-0.81817,10.827,24.069,18.254,15.227,10.23,8.4253,3.6918,4.7654,3.4419
-0.10352,-0.37144,0.42105,0.68251,-0.07751,0.12439,0.32822,1.5983,1.1174,-1.9506,-2.5508,-3.2921,-0.7934,-1.2889,0.95526,-1.0499,-1.0122,-0.84925,10.723,18.254,31.981,20.986,14.031,11.532,11.976,10.147,11.428
